,<= 0,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,2-Dec,3-Dec,4-Dec,5-Dec,6-Dec,7-Dec,8-Dec,9-Dec,Hi 10
196102,1.22,4.12,2.74,4.02,3.97,4.93,1.59,4.79,3.54,3.5,5.22,4.65,5.29,0.92,4.19,4.65,4.94,3.07,4.63
196103,1.2,2.28,4.07,2.92,2.33,2.83,4.19,3.49,2.92,2.13,2.87,2.1,3.79,4.86,1.64,4.01,2.92,1.94,5.18
196104,7.14,-0.31,1.12,2.45,-0.65,0.15,1.97,0.51,3.15,-0.27,-1.65,0.86,-0.77,1.94,2.07,-0.04,1.09,5.17,-1.39
196105,-4.44,3.19,1.7,3.24,3.22,3.33,0.67,4.26,2.83,2.02,6.43,3.11,3.62,0.4,1.7,4.47,4.02,2.22,4.31
196106,-1.8,-2.34,-3.3,-3.51,-1.8,-3.97,-3.12,-3.45,-3.59,-1.6,-2.32,-4.18,-3.69,-3.14,-3.04,-3.54,-3.36,-3.15,-4.62
196107,9.93,3.05,3.41,1.14,1.65,4.7,3.6,1.14,1.73,1.8,1.16,5.08,3.58,3.37,3.8,1.95,0.55,0.91,2.52
196108,10.03,3.16,1.88,2.07,4.15,2.2,1.13,1.42,2.65,4.29,3.67,1.77,3.48,2.18,0.22,1.34,1.48,0.21,5
196109,-3.36,-1.2,-3.08,-3.67,-0.89,-1.9,-3.43,-4.13,-2.07,-0.66,-1.66,-1.64,-2.66,-3.01,-3.79,-2.46,-5.35,-4.53,0.18
196110,-1.58,2.24,3.92,2.56,3.36,1.59,3.98,3.36,0.93,3.18,3.98,0.63,4.48,2.6,5.21,2.07,4.32,1.22,0.67
196111,12.54,4.92,4.19,4.34,3.58,6.36,4.17,3.82,3.92,3.13,5.14,6.9,4.79,4.2,4.15,2.5,4.78,4.32,3.57
196112,-11.49,-0.24,0.33,1.51,-1.74,0.78,1.9,2.2,-0.2,-1.35,-3.11,1.93,-2.64,1.18,2.53,0.68,3.29,0.62,-0.92
196201,-1.62,-4.98,-1.79,0.72,-5.78,-3.69,-1.38,-0.16,1.56,-6.59,-2.96,-3.87,-3.13,-3.82,0.72,-0.21,-0.12,0.9,2.16
196202,-5.61,1.84,2.26,2.35,1.68,1.99,2.7,2.37,1.54,1.34,2.83,2.07,1.76,2.31,3.03,1.22,3.18,3.25,0.01
196203,-5.63,-0.35,-0.36,-1.87,0.15,-0.77,-0.51,-1.02,-2.43,0.14,0.17,-1.03,0,-0.14,-0.81,-0.6,-1.31,-0.56,-4.15
196204,-11.19,-6.63,-5.76,-6.25,-7.8,-5.13,-5.88,-6.34,-5.83,-8.43,-5.69,-5.02,-5.49,-6.98,-4.97,-5.87,-6.67,-6.6,-5.09
196205,4.2,-9.1,-7.11,-6.88,-10.63,-7.52,-6.1,-6.68,-7.59,-11.02,-9.36,-7.05,-8.96,-7.67,-4.83,-7.42,-6.16,-7.99,-7.22
196206,-16.26,-9.04,-6.95,-6.73,-10.49,-7.43,-6.46,-6.19,-7.17,-11.09,-8.57,-7.17,-8.23,-7.58,-5.59,-6.05,-6.29,-7.28,-7.07
196207,11.17,8.07,5.26,4.16,8.53,6.48,4.81,3.12,4.3,10.62,5.26,6.58,6.41,5.79,4.2,2.43,3.92,3.06,5.77
196208,7.42,2.79,1.74,2.45,2.85,2.38,1.39,1.68,2.54,2.81,2.93,2.56,2.26,1.01,1.63,1.14,2.3,1.57,3.66
196209,-4.1,-5.11,-4.74,-4.76,-5.41,-4.61,-4.29,-5.34,-4.91,-7.04,-2.73,-4.12,-4.93,-4.63,-4.07,-6.06,-4.52,-3.57,-6.41
196210,-4.27,0.48,0.53,-0.15,0.69,0.55,0.22,-0.52,0.13,0.01,1.76,-0.23,1.08,0.38,0.13,-0.45,-0.59,-0.88,1.3
196211,13.39,11.37,10.13,13.95,11.47,9.51,11.31,12.15,14.91,13.23,8.76,11.06,8.48,9.98,12.16,11.94,12.39,14.15,15.77
196212,5.95,1.44,1.68,0.23,1.13,2.3,1.93,-0.81,0.09,0.97,1.39,2.45,2.2,1.43,2.25,-1.97,0.47,0.72,-0.62
196301,3,5,4.47,7.71,5.32,4.25,3.99,7.68,7.38,4.48,6.65,3.98,4.44,3.77,4.13,7.13,8.28,7.26,7.51
196302,1.82,-2.8,-1.8,-0.76,-3.29,-1.59,-1.8,-1.45,-0.36,-3.67,-2.71,-1.19,-1.87,-2,-1.68,-1.48,-1.43,-0.16,-0.59
196303,1.8,3.36,3.25,4.65,3.47,2.65,4.04,4.15,4.26,2.52,4.96,3.01,2.41,3.49,4.38,3.09,5.28,4.23,4.3
196304,9.54,4.92,4.48,5.59,4.74,4.09,5.56,4.53,6.57,5.23,4,5.48,3.14,4.92,5.96,5.07,3.97,5.81,7.43
196305,0.32,2.31,1.21,4,3.05,-0.07,1.86,3.27,4.65,2.4,4.06,-0.08,-0.06,2.95,1.21,3.63,2.88,2.33,7.25
196306,-0.65,-2.31,-1.47,-0.69,-2.99,-0.99,-1.1,-2.3,0.09,-3.19,-2.69,-0.05,-1.65,-1.77,-0.7,-2.55,-2.03,0.43,-0.28
196307,2.93,-0.05,0.36,-1.5,0,0.19,0.13,-0.89,-1.33,-0.69,0.88,-0.17,0.73,0.49,-0.41,-0.13,-1.74,-0.45,-3.34
196308,6.13,5.38,4.67,7.04,5.73,4.29,5.05,7.19,6.07,5.95,5.45,4.6,3.81,4.8,5.44,6.16,8.34,5.41,7.62
196309,-4.46,-1.1,-1.63,-1.84,-1.57,-0.91,-1.19,-0.69,-2.94,-1.05,-2.23,-0.03,-2.25,-1.36,-0.93,-0.98,-0.38,-3,-2.82
196310,6.05,3.8,1.3,2.21,4.77,1.64,0.77,2.62,1.07,3.56,6.33,1.64,1.62,0.31,1.47,1.66,3.68,1.27,0.62
196311,-4.37,-0.31,-1.41,0.36,-1.3,0.66,-1.2,-1.34,1.09,0.01,-2.93,1.96,-1.35,-1.89,-0.17,-2.07,-0.56,1.2,0.82
196312,-3.14,2.02,2.83,1.59,2.32,2.12,1.91,2.15,2.32,2.5,2.08,1.35,3.35,2.69,0.77,3.56,0.64,1.8,3.53
196401,7.78,2.64,2.68,2.96,2.75,2.93,1.85,2.55,2.49,3.32,2.02,2.39,3.77,2.18,1.36,1.63,3.57,2.34,2.85
196402,1.47,1.42,1.71,4.43,1.86,0.67,1.7,4.08,4.35,2.21,1.38,0.45,1.02,1.86,1.47,3.65,4.54,3.62,6
196403,7.31,0.91,3.1,3.46,1.18,0.99,4.21,4.68,1.54,1.2,1.15,0.32,2.03,4.33,4.02,3.5,5.93,1.2,2.27
196404,7.08,0.38,0.95,-0.84,-0.04,1.29,0.86,-1.17,0.79,-1.62,2.07,1.35,1.21,0.6,1.26,0.45,-2.84,1.18,-0.06
196405,2.19,1.52,1.17,3.68,1.95,0.54,1.2,3.46,3.35,2.15,1.7,0.55,0.51,1.46,0.81,2.85,4.11,2.97,4.17
196406,-6.83,1.67,1.3,2.35,0.98,2.71,0.71,1.67,2.31,0.63,1.44,3.23,1.92,0.57,0.92,0.98,2.4,1.9,3.22
196407,-7.17,1.9,2.35,2.31,2.47,1.04,3.38,2.02,1.87,2.18,3.23,0.45,1.77,2.18,4.57,1.34,2.77,1.41,2.73
196408,-8.62,-1.23,-0.82,-1.28,-1.29,-1.37,0.13,-0.6,-2.21,-1.33,-1.18,-1.09,-1.71,0.99,-0.71,-0.86,-0.32,-1.93,-2.73
196409,6.32,2.37,3.51,5.12,3.09,1.46,4.28,4.31,5.41,3.39,2.33,0.49,2.66,4.51,4.05,3.82,4.83,4.88,6.42
196410,-3.93,0.31,1.75,1.52,0.42,1.13,0.74,1.04,3.33,-0.42,2.63,-0.01,2.51,0.61,0.87,2.32,-0.33,2.92,4.08
196411,-4.67,0.48,0.86,-2.88,1.01,-0.07,0.88,-0.99,-3.08,0.55,2.19,-0.94,0.96,1.24,0.52,0.55,-2.67,-3.09,-3.05
196412,-12.01,1.11,-0.33,-1.93,0.81,1.14,-1,-1.31,-1.28,1.4,-0.66,1.91,0.23,0.35,-2.35,-0.15,-2.61,-0.88,-2.01
196501,18,4.02,3.05,5.04,4.88,1.79,3.82,4.33,5.44,5.84,2.46,1.67,1.92,3.16,4.51,4.09,4.61,4.68,6.86
196502,13.7,0.65,0.31,1.14,0.37,0.42,1.4,0.85,0.93,0.49,0.05,1.42,-0.77,1.62,1.18,0.4,1.36,-0.37,3.34
196503,-2.44,-1.1,-1.45,0.63,-1.21,-1.44,-1.14,-0.02,0.94,-1.06,-1.62,-0.8,-2.21,-1.35,-0.92,-0.29,0.3,0.36,1.98
196504,15.16,3.8,2.62,3.4,4.38,2.08,2.98,2.88,4.53,5.31,1.93,2.2,1.94,2.16,3.8,3.48,2.19,5.59,2.66
196505,2,-0.26,-0.01,-2.04,-0.72,0.75,-0.53,-0.56,-2.6,-0.81,-0.46,1.02,0.42,-0.98,-0.08,0.19,-1.43,-2.63,-2.54
196506,-2.27,-4.7,-5.23,-5.62,-4.71,-4.25,-6.17,-5.44,-7.18,-5.2,-3.37,-4.69,-3.7,-6.8,-5.54,-6.73,-3.92,-6.7,-8.06
196507,6.22,1.37,1.71,4.16,1.62,0.52,2.3,3.56,5.04,1.97,0.79,0.45,0.56,1.96,2.66,4.35,2.26,4.23,6.56
196508,27.43,3.03,2.95,3.14,3.44,1.86,4.16,2.38,3.44,3.63,3,1.54,2.09,4.34,3.99,2.33,2.47,3.03,4.18
196509,3.44,3.79,2.33,3.68,3.9,2.61,2.29,3.74,3.5,3.85,3.99,3.41,2.05,2.86,1.7,3.53,4.08,3.18,4.06
196510,1.99,2.92,2.12,5.83,3.26,0.93,3.36,4.73,6.22,3.7,2.21,1.62,0.43,2.64,4.12,4.58,4.97,5.93,6.72
196511,67.32,0.09,0.17,1.02,0.04,-0.9,2.03,0.99,1.26,0.09,-0.1,0.3,-1.76,2.15,1.9,1.31,0.48,-0.12,3.73
196512,-11.18,0.93,1.06,4.29,1.11,0.21,1.69,3.02,4.19,0.98,1.42,0.23,0.19,0.43,2.99,2.1,4.54,4.11,4.32
196601,-4.58,-0.08,1.5,4.98,-0.13,0.01,2.55,4.15,5.02,-0.04,-0.36,0.15,-0.09,0.83,4.27,3.7,4.87,2.85,8.77
196602,-2.55,-1.46,-0.53,0.48,-0.96,-1.83,-0.6,-0.13,0.97,-0.76,-1.44,-3.36,-0.69,-0.89,-0.31,0.18,-0.61,-0.04,2.59
196603,12.84,-1.51,-2.68,-3.48,-1.36,-3.1,-1.59,-2.48,-3.77,-0.97,-2.29,-2.1,-3.82,-2.52,-0.7,-2.26,-2.82,-2.07,-6.43
196604,1.91,2.51,2.03,2.7,2.35,2.12,1.92,4.07,2.42,2.29,2.5,3.15,1.37,1.85,1.98,4.52,3.35,2.04,3.04
196605,-12.78,-4.37,-5.42,-8.05,-4.41,-4.39,-5.6,-7.83,-8.08,-4.31,-4.68,-4.21,-4.53,-6.47,-4.78,-7.75,-7.98,-6.65,-10.38
196606,1.62,-1.93,-0.06,-0.14,-1.85,-1.24,-0.2,1.23,-0.38,-1.48,-2.76,-2.27,-0.47,-0.27,-0.12,1.74,0.4,-0.34,-0.44
196607,-4.87,-1.63,-0.67,-1.09,-1.62,-1.49,-0.82,0.08,-1.54,-2.17,-0.78,-1.64,-1.28,-0.11,-1.42,0.45,-0.46,-0.52,-2.4
196608,-7.56,-7.78,-6.82,-8.03,-7.57,-8.65,-6.22,-7.02,-8.83,-7.1,-8.28,-8.69,-8.6,-7.58,-5.07,-7.07,-6.93,-8.28,-9.31
196609,2.86,-1.01,0.1,-0.68,-1.31,0.48,0.19,-0.43,-1.33,-2.69,0.83,0.28,0.76,-0.23,0.55,-0.84,0.19,-1.26,-1.4
196610,-4.12,3.01,6.74,4.19,2.41,4.93,7.9,5.24,3.77,2.56,2.19,5.61,3.96,7.24,8.45,5.58,4.75,4.52,3.13
196611,7.43,3.84,-0.66,0.01,4.29,2.12,-1.65,-0.16,0.16,7.69,-0.81,1.95,2.37,-1.56,-1.74,-0.14,-0.2,-0.3,0.57
196612,-11.79,-0.24,1.49,0.12,-0.32,0.74,1.43,0.8,0.34,-1.2,1.13,0.07,1.69,0.48,2.22,1.45,-0.18,0.79,-0.04
196701,27.89,8.25,7.04,13.41,8.36,7.9,6.34,9.73,14.72,7.92,9.05,7.82,8.02,4.89,7.52,8.44,11.7,13.72,15.6
196702,10.33,2.12,-0.12,-0.13,2.42,0.69,-0.42,-0.01,0.08,3.76,0.28,0.83,0.5,-0.83,-0.09,0.26,-0.41,-0.6,0.66
196703,10.1,4.34,3.97,5.15,4.49,3.57,3.68,5.2,5.43,4.54,4.42,3.65,3.46,3.43,3.88,5.48,4.78,6.31,4.67
196704,6.04,5.97,1.96,3.18,6.79,3.02,0.92,3.76,2.41,7.44,5.71,2.36,3.93,0.92,0.92,3.46,4.21,2.14,2.65
196705,-1.14,-4.88,-3.34,-2.44,-5.16,-3.22,-3.55,-2.84,-2.61,-5.48,-4.62,-3.56,-2.75,-2.86,-4.08,-3.27,-2.21,-3.72,-1.66
196706,26.21,1.73,2.58,5.22,1.94,1.57,2.33,4.38,4.67,3.13,-0.05,0.78,2.66,1.6,2.9,3.31,5.96,4.74,4.61
196707,11.94,5,3.8,8.06,4.58,5.6,2.93,6.83,8.28,4.55,4.64,6.11,4.71,1.2,6.34,6.42,7.56,9.57,6.85
196708,-5.44,-0.74,-0.77,0.99,-0.7,-0.91,-1.2,0.73,1.74,-1.01,-0.16,-0.87,-1,-1.3,-1,1.58,-0.77,2.24,1.17
196709,-0.07,3.92,2.91,2.06,3.95,3.09,3.29,3.33,1.29,5.18,1.89,3.85,1.76,3.85,2.24,3,3.91,1.83,0.69
196710,-3.38,-1.46,-3.63,-4.97,-0.77,-4.01,-2.95,-4.11,-5.33,1.39,-4.52,-3.31,-5.28,-1.97,-4.87,-4.1,-4.13,-4.61,-6.14
196711,-1.76,1.1,0.38,-0.38,1.54,0.39,0.2,-0.36,-0.3,1.67,1.31,-0.11,1.32,0.48,-0.36,-0.25,-0.55,-1.23,0.77
196712,16.76,2.48,3.61,5.24,2.34,3.37,2.96,5.77,4.88,1.7,3.52,2.89,4.24,2.73,3.45,5.6,6.07,4.97,4.79
196801,6.32,-5.98,-1.05,-0.07,-6.31,-4.66,0.15,-0.63,-0.72,-8.58,-2.16,-5.05,-3.95,0.03,0.39,-1.8,1.45,-1.03,-0.38
196802,-8.25,-3.49,-2.37,-3.84,-3.53,-2.68,-2.45,-3.94,-3.49,-3.66,-3.3,-3.39,-1.4,-2.14,-3.06,-3.55,-4.62,-3.72,-3.23
196803,-6.47,1.72,-0.75,0.12,2.7,-1.18,-0.53,-0.87,0.79,3.68,1.03,-0.97,-1.53,-0.13,-1.34,-0.54,-1.43,1.14,0.39
196804,15.05,10.51,6.18,12.39,11.33,8.01,4.7,11.25,12.47,12.25,9.73,8.12,7.8,3.69,6.79,10.7,12.2,11.26,13.9
196805,6.13,2.78,0.91,6.16,2.95,2.29,0.4,2.79,6.34,4,1.05,2.27,2.32,-0.4,2.01,1.07,5.75,5.7,7.08
196806,2.3,-0.02,3.37,0.21,-0.17,1.18,3.9,2.61,-1.01,-1.18,1.71,0.42,2.54,3.44,4.8,2.3,3.11,-0.83,-1.21
196807,-7.54,-4.63,-0.07,0.4,-5.41,-1.77,0.56,0.37,0.25,-5.7,-4.89,-1.99,-1.48,-2.43,2.54,0.14,0.51,2.18,-1.6
196808,-0.89,1.38,1.58,2.74,1.34,1.18,2.03,1.83,3.63,1.3,1.42,1.51,0.78,1.59,2.31,1.44,2.07,4.78,2.52
196809,8.41,3.67,4.51,5.01,2.97,5.64,3.02,4.85,7.31,1.82,5,5.96,5.24,3.52,2.71,7.45,3.31,6.99,7.61
196810,-5.42,-0.6,1.71,2.95,-1.48,1.81,2.03,3.11,1.42,-3.1,1.28,2.22,1.28,2.48,1.75,1.44,4.14,0.42,2.34
196811,5.24,5.75,5.8,5.64,6.55,4.31,6.19,5.46,5.49,7.51,5,3.27,5.67,5.38,6.71,4.98,5.76,8.4,2.87
196812,-0.9,-4.39,-3.08,-3.09,-4.68,-3.96,-3.01,-2.82,-2.27,-4.57,-4.86,-3.45,-4.61,-2.09,-3.59,-1.33,-3.7,-2.64,-1.92
196901,-1.5,-1.83,0.03,0.31,-2.18,-0.45,0.41,-0.38,0.94,-2.86,-1.05,-0.7,-0.14,0.08,0.63,-0.71,-0.17,-0.71,2.49
196902,-11.01,-4.54,-5.57,-5.38,-4.6,-4.53,-5.25,-5.34,-7.01,-4.4,-4.92,-4.35,-4.77,-6.2,-4.65,-7.36,-4.13,-6.9,-7.11
196903,-2.78,3.82,2.49,2.9,4.13,2.12,3.29,1.95,4.26,4.08,4.22,2.85,1.18,2.82,3.58,2.08,1.88,7,1.73
196904,-1.82,3.03,0.52,2.67,3.45,1.21,0.78,2.3,1.21,3.59,3.22,1.69,0.58,1.21,0.5,-0.22,3.78,2.63,-0.17
196905,1.39,-0.18,0.71,0.79,-0.43,0.26,1.02,1.35,-0.23,-0.23,-0.76,0.62,-0.23,1.32,0.83,1.05,1.53,0.35,-0.83
196906,-17.6,-4.15,-8.19,-7.42,-3.14,-7.61,-7.9,-7.4,-9.06,-1.65,-5.64,-7.46,-7.81,-6.61,-8.72,-9.42,-6.26,-9.79,-8.27
196907,-11.29,-5.43,-7.72,-6.14,-5.24,-6.9,-6.71,-7.67,-6.15,-4.47,-7.38,-5.92,-8.84,-6.41,-7.11,-8.69,-6.13,-5.97,-6.55
196908,6.19,6.76,4.46,2.74,7.4,5.13,4.19,4.13,2.3,7.3,7.68,5.03,5.36,3.16,5.58,4.45,3.66,2.5,1.83
196909,-0.25,-0.56,-3.43,-4.55,-0.32,-2.05,-2.45,-4.89,-4.27,-0.34,-0.25,-1.21,-3.79,-1.17,-4.15,-4.74,-5.12,-4.37,-4.05
196910,11.54,6.65,4.86,4.13,6.85,5.95,5.66,3.42,4.32,6.97,6.51,6.09,5.65,5.58,5.77,3.21,3.74,4.4,4.12
196911,-10.63,-2.45,-3.96,-3.83,-1.96,-4.01,-3.86,-4.64,-2.89,-1.45,-3.42,-3.82,-4.41,-3.42,-4.45,-3.89,-5.75,-1.68,-5.76
196912,-8.02,-0.3,-2.11,-4.58,0.21,-2.18,-2.06,-2.26,-5.26,1.31,-3,-1.75,-3.1,-1.93,-2.25,-1.67,-3.14,-5.36,-5
197001,-9.8,-7.89,-8.23,-5.33,-8.31,-7.22,-7.78,-8.45,-4.14,-8.74,-7,-6.66,-8.41,-6.69,-9.28,-8.86,-7.82,-4.61,-3
197002,2.93,3.52,7.48,7.87,3.57,4.74,8.03,7.06,7.83,3.1,4.97,3.39,7.72,8.37,7.56,6.46,7.97,7.78,7.96
197003,1.66,-2.2,1.26,1.01,-2.93,-0.47,2.1,0.72,1.49,-3.1,-2.45,-0.09,-1.29,3.41,0.23,1.2,-0.02,1.66,1.08
197004,-16.35,-11.43,-9.9,-7.86,-12.37,-10.08,-9.72,-7.8,-8.52,-11.77,-14.11,-8.79,-12.85,-9.47,-10.09,-8.72,-6.4,-8.65,-8.22
197005,-12.99,-8.24,-4.65,-4.57,-8.74,-6.96,-6.24,-2.02,-4.96,-8.27,-10.14,-6.89,-7.13,-6.88,-5.31,-0.87,-3.74,-4.22,-6.78
197006,-9.81,-5.67,-3.53,-6.69,-6.27,-4.39,-4.05,-2.64,-8.18,-7.09,-3.71,-4.11,-5.03,-4.38,-3.58,-2.06,-3.53,-8.05,-8.51
197007,8.57,5.26,9.58,7.71,4.75,8.27,8.71,10.15,7.28,2.48,9.15,7.93,8.47,8.57,8.88,11.26,8.11,9.86,5.03
197008,6.67,4.23,5.4,5.98,4.28,6,4.58,5.07,6.36,4.65,3.6,4.01,7.2,4.94,4.15,4.78,5.63,6.7,6.04
197009,9.62,7.99,0.96,4.61,8.22,2.9,2.06,1.22,6.32,8.76,7.2,6.85,0.59,1.2,3.11,0.23,3.05,5.52,7.06
197010,0.63,-1.12,-1.94,-3.04,-0.87,-2.06,-4.06,-0.61,-4.56,-0.44,-1.67,-2.41,-1.84,-3.97,-4.17,-0.06,-1.6,-4.26,-4.84
197011,0.84,4.79,5.43,5.77,4.77,5.48,4.95,6.02,4.52,4.36,5.55,4.88,5.85,5.06,4.82,5.53,6.92,4.59,4.46
197012,6.14,5.53,6.89,6.34,5.02,6.93,8.18,5.85,7.81,4.59,5.84,8.19,6.17,7.72,8.73,6.29,5.03,6.68,8.85
197101,11.19,5.12,4.45,6.3,4.61,5.65,4.88,4.23,8.28,4.26,5.27,7.68,4.39,5.27,4.41,4.09,4.49,9,7.62
197102,3.97,2.54,0.55,2.03,2.63,1.26,0.94,0.92,1.55,2.48,2.91,2.11,0.72,1.64,0.09,0.07,2.49,1.2,1.87
197103,7.42,6.16,3.22,2.43,6.25,4.07,4.82,1.86,3.13,6.85,5.17,5.69,3.02,5.11,4.47,1.9,1.77,3.26,3.01
197104,7.88,3.93,2.7,4.88,3.59,4.98,1.37,2.73,6.76,3.05,4.58,5.67,4.52,1.97,0.63,2.53,3.09,5.47,7.94
197105,-6.47,-2.85,-4.33,-4.64,-2.6,-4.12,-4.3,-4.75,-4.1,-2.97,-1.93,-4.07,-4.15,-4.16,-4.47,-4.51,-5.18,-4.03,-4.16
197106,3.84,1.1,-0.24,-0.43,1.15,-0.44,0.01,0.59,-1.8,1.45,0.59,0.89,-1.34,-0.34,0.45,0.41,0.9,-2.94,-0.71
197107,-5.97,-4.31,-3.6,-5.13,-4.17,-4.24,-3.55,-3.83,-6.01,-4.94,-3.04,-5.06,-3.38,-2.67,-4.52,-3.83,-3.81,-5.32,-6.71
197108,1.72,5.49,1.4,8.09,5.53,4.73,-0.31,2.79,10.69,4.74,6.66,5.29,4.16,-0.18,-0.47,2.21,4.27,9.07,12.37
197109,-1.18,0.41,-1.18,-2.42,0.53,-0.91,-1.07,-1.21,-2.92,0.98,-0.11,-0.25,-1.59,-0.17,-2.08,-1.04,-1.65,-1.72,-4.13
197110,-11.96,-3.96,-3.56,-4.93,-3.69,-5.11,-3.36,-3.41,-5.23,-3.08,-4.57,-5.45,-4.76,-3.29,-3.43,-2.99,-4.45,-4.23,-6.27
197111,-4.98,0.72,-0.56,-1.95,0.85,-0.24,-0.54,-0.85,-2.38,1.15,0.41,-0.03,-0.46,-0.69,-0.37,-0.68,-1.3,-1.73,-3.07
197112,8.48,9.21,8.69,10.22,9.07,9.91,9.03,7.77,11.02,9.82,7.96,10.03,9.79,8.2,9.96,7.3,8.98,10.73,11.34
197201,8.45,2.95,0.93,6.53,3.08,1.8,0.36,2.14,8.42,4.26,1.31,2.27,1.32,0.6,0.09,1.59,3.58,7.49,9.41
197202,8.1,4.48,1.21,1.49,4.74,2.61,1.27,0.82,1.14,5.13,4.15,2.99,2.22,0.82,1.78,0.33,2.06,0.5,1.82
197203,-3.23,2.17,-1.22,0.46,2.42,0.63,-1.98,-1.11,1.08,2.09,2.93,0.71,0.54,-1.28,-2.76,-1.34,-0.55,1.5,0.64
197204,1.42,0.69,0.24,0.94,0.74,0.78,-0.13,0.47,0.65,0.96,0.39,0.4,1.19,-0.2,-0.06,0.08,1.42,1.19,0.09
197205,2.48,2.79,0.65,-1.7,3.22,-0.93,1.78,0.31,-1.82,4.2,1.71,0.23,-2.16,1.05,2.6,1.07,-1.51,-1.24,-2.43
197206,-2.22,-1.13,-2.76,-5.49,-1.01,-2.75,-2.78,-2.8,-5.87,-0.02,-2.57,-1.87,-3.71,-3.13,-2.4,-1.96,-4.87,-5.89,-5.85
197207,-7.17,0.32,-1.35,-1.24,0.86,-2,-0.88,-1.16,-2.05,1.73,-1.49,-2.02,-1.98,-1.54,-0.37,-1.76,-0.78,-2,-2.11
197208,13.42,1.34,6.52,6.63,0.58,5.13,5.93,7.74,5.54,0,2.22,4.71,5.82,5.51,6.26,8.54,7.24,6.06,4.97
197209,-7.22,-0.58,-1.25,-0.27,-0.12,-2.18,-1.54,0.87,-3.71,0.48,-1.76,-2.59,-1.51,-1.76,-1.37,-0.35,1.64,-3.49,-3.95
197210,-2.02,0.38,2,1.27,0.57,0.54,1.77,2.09,-0.02,0.51,0.77,-0.48,2.16,0.17,2.98,2.32,1.95,0.69,-0.84
197211,5.03,2.98,6.43,9.26,2.06,6.5,6.77,7.69,10.94,1.14,4.67,7.08,5.58,7.27,6.4,6.55,8.4,9.51,12.56
197212,-3.38,2.51,-0.78,-0.8,3.29,-0.5,-0.77,-0.43,-2.87,3.62,2.37,-0.84,0.03,-1.98,0.13,-1.61,0.28,-2.65,-3.12
197301,-9.63,-2.81,-2.48,-1.71,-2.28,-4.84,-2.69,-0.34,-4.16,-1.11,-5.5,-5.13,-4.39,-5.82,-0.42,-0.12,-0.47,-3.9,-4.45
197302,-3.59,-3.26,-5.2,-4.99,-3.03,-4.51,-5.25,-5.51,-3.94,-2.32,-5.06,-4.36,-4.75,-5.51,-5.08,-5.51,-5.51,-4.14,-3.71
197303,-9.72,-1.41,0.18,0.93,-1.23,-1.85,0.47,1.01,0.63,-1.25,-1.19,-2.26,-1.21,-1.62,1.91,0.89,1.08,-0.88,2.31
197304,-2.02,-6.27,-2.83,-1.84,-6.51,-4.67,-2.67,-1.33,-3.84,-6.4,-6.82,-5.14,-3.93,-4.52,-1.45,-2.13,-0.85,-3.14,-4.59
197305,-11.42,-1.19,-2.56,-3.79,-0.65,-3.07,-1.91,-3.33,-6.09,0.09,-2.84,-3.73,-2.06,-2.26,-1.68,-4.42,-2.69,-5.7,-6.5
197306,6.42,-1.03,-0.6,-1.07,-0.85,-1.15,-0.42,-0.82,-2.52,-0.27,-2.63,-1.92,-0.01,-2.15,0.69,-1.54,-0.4,-2.32,-2.74
197307,2.98,6.95,2.87,5.88,6.98,7.13,1.7,2.77,6.89,5.72,10.76,6.84,7.57,2.15,1.05,1.6,4.79,7.03,6.7
197308,-4.39,-3.41,-3.14,-1.57,-3.53,-2.64,-3.62,-2.75,-0.69,-3.73,-2.95,-2.86,-2.31,-3.32,-4.05,-2.87,-2.54,-0.93,-0.36
197309,28.96,2.69,9.13,8.9,1.45,8.94,9.21,8.71,9.03,-0.75,7.7,8.57,9.5,8.72,9.91,8.68,8.75,8.57,9.66
197310,-11.69,-0.4,-0.17,0.09,-0.17,-0.55,0.47,-2.13,2,0,-0.6,-1.43,0.79,0.84,-0.06,-2.18,-2.06,0.29,4.36
197311,-16.22,-13.07,-10.74,-11.99,-12.38,-14.64,-12.06,-8.46,-12.47,-11.67,-14.25,-16.16,-12.41,-11.16,-13.37,-6.71,-11.43,-13.92,-10.55
197312,11.86,-1.46,4.76,4.41,-1.95,0.9,6.27,3.88,6.47,-2.57,-0.28,0.88,0.94,5.61,7.26,4.93,2.02,5.03,8.31
197401,-1.28,-0.65,-0.17,6.24,-1.48,1.98,-0.8,3.03,5.3,-1.58,-1.19,3.16,0.34,-1.78,0.63,0.64,7.38,5,5.67
197402,-0.22,-1.02,1.22,2.08,-1.41,1.31,-0.28,2.35,3.3,-1.7,-0.65,0.73,2.12,-0.34,-0.2,3.35,0.63,3.72,2.79
197403,-4.19,-1.69,-3.27,-2.19,-1.59,-3.02,-2.6,-2.99,-2.59,-1.6,-1.56,-2.14,-4.26,-2.73,-2.41,-3.74,-1.69,-2.45,-2.77
197404,-8.54,-3.74,-5.89,-4.16,-3.59,-5.15,-5.14,-6.06,-3.91,-3.04,-5.04,-4.39,-6.24,-5.09,-5.2,-7,-4.46,-5.95,-1.37
197405,-14.36,-1.87,-5.36,-6.28,-1.23,-5.28,-5.77,-4.3,-7.51,-0.4,-3.47,-4.7,-6.13,-5.17,-6.63,-4,-4.79,-7.14,-7.95
